priority_rank,priority,state_code,state_name,category,availability,access,year,format,urls,state_flags,notes
2,partial-manual,HI,Hawaii,enrollment,reported-partial,direct-download,2022-23,PDF,https://files.eric.ed.gov/fulltext/ED652698.pdf,dashboard-only; follow-up-manual,SPA needs Playwright; only a 2022-23 ERIC-mirrored PDF confirmed so far.
2,partial-manual,HI,Hawaii,frpm_ell,reported-partial,direct-download,2022-23,PDF,https://files.eric.ed.gov/fulltext/ED652698.pdf,dashboard-only; follow-up-manual,SPA needs Playwright; only a 2022-23 ERIC-mirrored PDF confirmed so far.
2,partial-manual,HI,Hawaii,sped,reported-partial,direct-download,2022-23,PDF,https://files.eric.ed.gov/fulltext/ED652698.pdf,dashboard-only; follow-up-manual,SPA needs Playwright; only a 2022-23 ERIC-mirrored PDF confirmed so far.
2,partial-manual,HI,Hawaii,staffing,reported-partial,direct-download,2022-23,PDF,https://files.eric.ed.gov/fulltext/ED652698.pdf,dashboard-only; follow-up-manual,SPA needs Playwright; only a 2022-23 ERIC-mirrored PDF confirmed so far.
2,partial-manual,IA,Iowa,staffing,reported-partial,dashboard-export,2025-26,"Dashboard (Tableau, no direct download)",https://reports.educateiowa.gov/COE/Home/staffPositionsByDistrict?Length=4,dashboard-only; follow-up-manual,Strong enrollment/SPED/FRPM source once past the Tableau dashboard; staffing FTE unresolved.
2,partial-manual,IL,Illinois,frpm_ell,reported-partial,dashboard-export,2024-25,"Excel (linked from a landing page, not a direct file)",https://www.isbe.net/pages/illinois-state-report-card-data.aspx,refresh-candidate; follow-up-manual,"Manual open of the 2024-25 Report Card Public Data Set needed to confirm SPED-teacher-split field before re-import — every recorded URL is a landing page, not a direct file link."
2,partial-manual,IL,Illinois,sped,reported-partial,dashboard-export,2024-25,"Excel (linked from a landing page, not a direct file)",https://www.isbe.net/pages/illinois-state-report-card-data.aspx; https://www.illinoisreportcard.com/State.aspx?source2=iep&Stateid=IL,refresh-candidate; follow-up-manual,"Manual open of the 2024-25 Report Card Public Data Set needed to confirm SPED-teacher-split field before re-import — every recorded URL is a landing page, not a direct file link."
2,partial-manual,IL,Illinois,staffing,reported-partial,dashboard-export,2024-25,"Excel (linked from a landing page, not a direct file)",https://www.isbe.net/pages/illinois-state-report-card-data.aspx,refresh-candidate; follow-up-manual,"Manual open of the 2024-25 Report Card Public Data Set needed to confirm SPED-teacher-split field before re-import — every recorded URL is a landing page, not a direct file link."
2,partial-manual,IN,Indiana,staffing,reported-partial,direct-download,2021-22,Excel/PDF,https://www.in.gov/doe/files/SY2020-21-Teacher-Statistics-Report.xlsx,follow-up-manual,Strong enrollment/SPED/FRPM source; staffing needs a different/newer source.
2,partial-manual,KS,Kansas,crosswalk_ids,reported-partial,dashboard-export,2025-26,HTML (per-district lookup),https://nces.ed.gov/ccd/districtsearch/district_detail.asp,follow-up-manual,Real report-generator tool once past a tool-side TLS quirk; export each report to build the dataset.
2,partial-manual,KS,Kansas,frpm_ell,reported-partial,dashboard-export,2024-25,Excel,https://datacentral.ksde.gov/report_gen.aspx,follow-up-manual,Real report-generator tool once past a tool-side TLS quirk; export each report to build the dataset.
2,partial-manual,LA,Louisiana,crosswalk_ids,reported-partial,direct-download,2025-26,Excel,https://doe.louisiana.gov/docs/default-source/data-management/2025-2026-school-directory.xlsx,,Strong enrollment/SPED/FRPM source; staffing FTE-by-district is the gap.
2,partial-manual,LA,Louisiana,staffing,reported-partial,direct-download,2024-25,Excel/PDF,https://doe.louisiana.gov/docs/default-source/teaching/2024-2025-state-educator-workforce-report.pdf,,Strong enrollment/SPED/FRPM source; staffing FTE-by-district is the gap.
2,partial-manual,MA,Massachusetts,sped,reported-partial,unknown,2025-26,varies,https://profiles.doe.mass.edu/statereport/,,
2,partial-manual,MD,Maryland,crosswalk_ids,reported-partial,direct-download,2024-25,PDF,https://www.ed.gov/media/document/mdpfpdf-97242.pdf,dashboard-only; follow-up-manual,SPED census is newer than our NCES baseline (SY2025-26) — a real precedence win once acquired.
2,partial-manual,ME,Maine,enrollment,reported-partial,dashboard-export,2024-25,Dashboard (no direct download found),https://www.maine.gov/doe/data-warehouse/reporting/enrollment,dashboard-only; follow-up-manual,SPED confirmed; enrollment/staffing/FRPM/ELL need a human browser session on the dashboards.
2,partial-manual,ME,Maine,frpm_ell,reported-partial,dashboard-export,unknown,Dashboard (no direct download found),https://www.maine.gov/doe/Multilinguallearnerdatadashboard,dashboard-only; follow-up-manual,SPED confirmed; enrollment/staffing/FRPM/ELL need a human browser session on the dashboards.
2,partial-manual,ME,Maine,staffing,reported-partial,dashboard-export,unknown,Dashboard (no direct download found),https://www.maine.gov/doe/data-warehouse/reporting/staff,dashboard-only; follow-up-manual,SPED confirmed; enrollment/staffing/FRPM/ELL need a human browser session on the dashboards.
2,partial-manual,MI,Michigan,frpm_ell,reported-partial,direct-download,2024-25,Excel,https://www.michigan.gov/cepi/-/media/Project/Websites/cepi/MISchoolData/2024-25/Fall_2024_EcoDis_District.xlsx,refresh-candidate,"Best-confirmed refresh of the three (IL/MI/NY): direct-download links in hand for enrollment/staffing/SPED at 2024-25, crosswalk confirmed current."
2,partial-manual,MN,Minnesota,crosswalk_ids,reported-partial,dashboard-export,2025-26,HTML (per-district lookup),https://nces.ed.gov/ccd/districtsearch/district_detail.asp,blocked; dashboard-only; follow-up-manual,"Genuine WAF block on the real data engine — needs a human browser visit, not a repeat automated attempt."
2,partial-manual,MP,Northern Mariana Islands,frpm_ell,reported-partial,dashboard-export,unknown,Dashboard,https://envisioncnmipss.org/ell-data,dashboard-only; follow-up-manual,"Correction to Jan-2026 ""limited"" — a real dashboard portal (EnVision PSS) with CSV-exportable sheets now exists."
2,partial-manual,MT,Montana,frpm_ell,reported-partial,dashboard-export,unknown,Dashboard (no direct file download found),https://gems.opi.mt.gov/student-data,dashboard-only; request-only,"OPI data services, limited online portal access"
2,partial-manual,MT,Montana,sped,reported-partial,dashboard-export,2024-25,Dashboard (no direct file download found),https://gems.opi.mt.gov/student-data,dashboard-only; request-only,"OPI data services, limited online portal access"
2,partial-manual,MT,Montana,staffing,reported-partial,dashboard-export,unknown,Dashboard (Excel export via UI),https://gems.opi.mt.gov/school-district-data,dashboard-only; request-only,"OPI data services, limited online portal access"
2,partial-manual,NC,North Carolina,crosswalk_ids,reported-partial,dashboard-export,current,Dashboard (no direct download),https://www.dpi.nc.gov/districts-schools/district-operations/financial-and-business-services/demographics-and-finances/eddie,dashboard-only; follow-up-manual,Real data exists behind an Oracle APEX app that blocks automated fetch — needs a human browser session to confirm CSV export.
2,partial-manual,NC,North Carolina,enrollment,reported-partial,dashboard-export,current (multi-year selectable),CSV (Dashboard export),https://www.dpi.nc.gov/data-reports,dashboard-only; follow-up-manual,Real data exists behind an Oracle APEX app that blocks automated fetch — needs a human browser session to confirm CSV export.
2,partial-manual,NC,North Carolina,frpm_ell,reported-partial,request-only,"post-2021-22 (Econ Disadvantaged, not raw FRPM)",Dashboard/restricted,https://www.dpi.nc.gov/data-reports/economically-disadvantaged,dashboard-only; follow-up-manual,Real data exists behind an Oracle APEX app that blocks automated fetch — needs a human browser session to confirm CSV export.
2,partial-manual,NC,North Carolina,staffing,reported-partial,dashboard-export,current,CSV (Dashboard export),https://www.dpi.nc.gov/districts-schools/district-operations/financial-and-business-services/demographics-and-finances,dashboard-only; follow-up-manual,Real data exists behind an Oracle APEX app that blocks automated fetch — needs a human browser session to confirm CSV export.
2,partial-manual,ND,North Dakota,sped,reported-partial,direct-download,2025,PDF,https://www.nd.gov/dpi/sites/www/files/documents/SpeEd/Childcountby%20disability.pdf,follow-up-manual,"Enrollment + aggregate staffing ready to acquire; SPED is state-level only, no crosswalk found."
2,partial-manual,NE,Nebraska,sped,reported-partial,dashboard-export,2024-25,Dashboard (no direct download found),https://nep.education.ne.gov/; https://www.education.ne.gov/wp-content/uploads/2026/04/FFY2024-SPP-APR-District-Public-Reporting.pdf,dashboard-only; follow-up-manual,Enrollment/staffing/FRPM ready to acquire now via real files; SPED needs the NEP dashboard.
2,partial-manual,NH,New Hampshire,crosswalk_ids,reported-partial,dashboard-export,2024-25,Dashboard,https://my.doe.nh.gov/profiles/profile.aspx,blocked; dashboard-only; follow-up-manual,Entire domain WAF-blocked to automated tools — needs a human browser pass before any conclusion is trusted; findings here are unverified (Wayback/search snippets only).
2,partial-manual,NH,New Hampshire,enrollment,reported-partial,dashboard-export,2025-26,Dashboard (no direct download confirmed),https://my.doe.nh.gov/iPlatform,blocked; dashboard-only; follow-up-manual,Entire domain WAF-blocked to automated tools — needs a human browser pass before any conclusion is trusted; findings here are unverified (Wayback/search snippets only).
2,partial-manual,NH,New Hampshire,frpm_ell,reported-partial,direct-download,2022-23,PDF,https://www.education.nh.gov/sites/g/files/ehbemt326/files/inline-documents/sonh/lunch-school22-23.pdf,blocked; dashboard-only; follow-up-manual,Entire domain WAF-blocked to automated tools — needs a human browser pass before any conclusion is trusted; findings here are unverified (Wayback/search snippets only).
2,partial-manual,NH,New Hampshire,sped,reported-partial,dashboard-export,2024-25,PDF/Dashboard,https://www.education.nh.gov/sites/g/files/ehbemt326/files/inline-documents/sonh/indicator-10-data-fact-sheet.pdf,blocked; dashboard-only; follow-up-manual,Entire domain WAF-blocked to automated tools — needs a human browser pass before any conclusion is trusted; findings here are unverified (Wayback/search snippets only).
2,partial-manual,NH,New Hampshire,staffing,reported-partial,direct-download,2021-22,CSV/PDF/XLSX,https://www.education.nh.gov/sites/g/files/ehbemt326/files/inline-documents/sonh/fte-district21-22.csv,blocked; dashboard-only; follow-up-manual,Entire domain WAF-blocked to automated tools — needs a human browser pass before any conclusion is trusted; findings here are unverified (Wayback/search snippets only).
2,partial-manual,NY,New York,frpm_ell,reported-partial,direct-download,"2024-25 (FRPM); 2023-24 (ELL, not advanced)",CSV (zip),https://data.nysed.gov/downloads.php,refresh-candidate; blocked; follow-up-manual,Enrollment/staffing refresh is clean; SPED bulk-file and crosswalk re-verification need manual follow-up (SEDREF login wall).
2,partial-manual,NY,New York,sped,reported-partial,dashboard-export,2024-25,web-report/Excel,https://data.nysed.gov/specialed/; https://www.p12.nysed.gov/sedcar/state.htm,refresh-candidate; blocked; follow-up-manual,Enrollment/staffing refresh is clean; SPED bulk-file and crosswalk re-verification need manual follow-up (SEDREF login wall).
2,partial-manual,OH,Ohio,staffing,reported-partial,request-only,2024-25,unclear,https://education.ohio.gov/Topics/Data,dashboard-only; follow-up-manual; request-only,"Enrollment + SPED ready to acquire now; staffing needs a login, data.ohio.gov open-data catalog appears dead."
2,partial-manual,OK,Oklahoma,frpm_ell,reported-partial,direct-download,2024-25,CSV,https://oklaschools.com/archive/2025/rc-english-learner-proficiency-rates.csv,dashboard-only; follow-up-manual,One of the strongest crosswalk finds in the whole campaign — a real NCES-ID column in the enrollment CSV itself.
2,partial-manual,OK,Oklahoma,sped,reported-partial,unknown,,,https://oklahoma.gov/education/school-data,dashboard-only; follow-up-manual,One of the strongest crosswalk finds in the whole campaign — a real NCES-ID column in the enrollment CSV itself.
2,partial-manual,OR,Oregon,frpm_ell,reported-partial,unknown,,,https://www.ode.state.or.us/data/reportcard/reports.aspx,dashboard-only,Enrollment + SPED-by-environment confirmed strong; staffing needs a dropdown click-through.
2,partial-manual,OR,Oregon,staffing,reported-partial,dashboard-export,,Dashboard (no direct download found),http://www.ode.state.or.us/data/reportcard/Media.aspx,dashboard-only,Enrollment + SPED-by-environment confirmed strong; staffing needs a dropdown click-through.
2,partial-manual,PA,Pennsylvania,sped,reported-partial,unknown,2024-25,varies,https://www.pa.gov/agencies/education/data-and-reporting,,
2,partial-manual,PR,Puerto Rico,staffing,reported-partial,dashboard-export,2024-25,Dashboard (no direct download found),https://perfilescolar.dde.pr/staff,dashboard-only; follow-up-manual,"Correction to Jan-2026 ""no portal found"" — a real, current enrollment directory exists at perfilescolar.dde.pr."
2,partial-manual,RI,Rhode Island,sped,reported-partial,request-only,2024-25,unclear,https://ride.ri.gov/students-families/special-education/special-education-data-618-data-collections,dashboard-only; request-only,"RIDE Data Center, 618 data collections (format unclear)"
2,partial-manual,TN,Tennessee,sped,reported-partial,direct-download,2023-24,Excel (state-level) / PDF (district indicators),https://www.tn.gov/content/dam/tn/education/students/EC_Child_Count_23-24_Final_Suppressed.xlsx,dashboard-only,Confirmed crosswalk file with explicit NCES.District.Number column; portal moved off the SAS seed URL.
2,partial-manual,UT,Utah,frpm_ell,reported-partial,dashboard-export,,Dashboard (no direct download found),https://datagateway.schools.utah.gov/,,"Genuine SPED-teacher-FTE column confirmed in staffing — a clean source once the real file location (schools.utah.gov, not the dashboard) is known."
2,partial-manual,VI,US Virgin Islands,staffing,reported-partial,direct-download,2024-25,"PDF (student-teacher ratio only, not raw FTE)",https://www.vide.vi/divisions/planning-research-and-evaluation,follow-up-manual,"Correction to Jan-2026 ""no portal found"" — real enrollment PDFs exist; SPED/FRPM/ELL/crosswalk still not found."
2,partial-manual,VT,Vermont,staffing,reported-partial,direct-download,2020-21,Excel,https://education.vermont.gov/sites/aoe/files/documents/StaffInformation.xlsx,blocked; follow-up-manual,Enrollment newer than NCES baseline (2025-26); staffing/SPED/FRPM need a human pass past the WAF.
2,partial-manual,WI,Wisconsin,staffing,reported-partial,dashboard-export,2025-26,"Dashboard (Excel export button, per-district)",https://publicstaffreports.dpi.wi.gov/PubStaffReport/Public/PublicReport/AggregateReport,dashboard-only; follow-up-manual,"Best crosswalk found in this batch (real NCES-code column + dedicated crosswalk file); enrollment/SPED/FRPM/ELL all one bulk source, only staffing is per-district manual."
2,partial-manual,WV,West Virginia,frpm_ell,reported-partial,request-only,2024-25,Dashboard (no direct download),https://wvde.us/student-support-wellness/child-nutrition/eligibility-free-reduced-price-meals,dashboard-only; follow-up-manual; request-only,"Confirmed SPED-teacher split by county in the FTE file — a clean source for the SPED-teacher-split rubric goal. Enrollment's Excel-via-ZoomWV alternative is JS-dashboard-only, not scriptable; PDF remains the actual acquisition source."
2,partial-manual,WY,Wyoming,enrollment,reported-partial,dashboard-export,2025-26 (unconfirmed),Dashboard (no direct download found),https://reporting.edu.wyo.gov/ibi_apps/run.bip,dashboard-only; follow-up-manual,Publicly viewable (no login needed) but needs Playwright/a browser to actually extract — good candidate for the acquisition phase.
2,partial-manual,WY,Wyoming,frpm_ell,reported-partial,dashboard-export,2025-26 (unconfirmed),Dashboard (no direct download found),https://edu.wyoming.gov/data/school-district-enrollment-and-staffing-data/,dashboard-only; follow-up-manual,Publicly viewable (no login needed) but needs Playwright/a browser to actually extract — good candidate for the acquisition phase.
2,partial-manual,WY,Wyoming,sped,reported-partial,dashboard-export,2025-26 (unconfirmed),Dashboard (no direct download found),https://edu.wyoming.gov/data/school-district-enrollment-and-staffing-data/,dashboard-only; follow-up-manual,Publicly viewable (no login needed) but needs Playwright/a browser to actually extract — good candidate for the acquisition phase.
2,partial-manual,WY,Wyoming,staffing,reported-partial,dashboard-export,2025-26 (unconfirmed),Dashboard (no direct download found),https://edu.wyoming.gov/data/school-district-enrollment-and-staffing-data/,dashboard-only; follow-up-manual,Publicly viewable (no login needed) but needs Playwright/a browser to actually extract — good candidate for the acquisition phase.
3,blocked,MN,Minnesota,enrollment,blocked,dashboard-export,,,https://education.mn.gov/MDE/Data/,blocked; dashboard-only; follow-up-manual,"Genuine WAF block on the real data engine — needs a human browser visit, not a repeat automated attempt."
3,blocked,MN,Minnesota,frpm_ell,blocked,dashboard-export,,,https://education.mn.gov/MDE/Data/,blocked; dashboard-only; follow-up-manual,"Genuine WAF block on the real data engine — needs a human browser visit, not a repeat automated attempt."
3,blocked,MN,Minnesota,sped,blocked,dashboard-export,,,https://education.mn.gov/MDE/Data/,blocked; dashboard-only; follow-up-manual,"Genuine WAF block on the real data engine — needs a human browser visit, not a repeat automated attempt."
3,blocked,MN,Minnesota,staffing,blocked,dashboard-export,,,https://education.mn.gov/MDE/Data/,blocked; dashboard-only; follow-up-manual,"Genuine WAF block on the real data engine — needs a human browser visit, not a repeat automated attempt."
3,blocked,MO,Missouri,sped,blocked,request-only,unknown,unknown,https://dese.mo.gov/school-data,blocked; follow-up-manual; login-required; request-only,Basic enrollment/staff totals confirmed via a real PDF directory; finer detail needs the MCDS login or a formal data request.
3,blocked,NY,New York,crosswalk_ids,blocked,request-only,unchanged,unknown,https://data.nysed.gov/lists.php?type=district,refresh-candidate; blocked; follow-up-manual,Enrollment/staffing refresh is clean; SPED bulk-file and crosswalk re-verification need manual follow-up (SEDREF login wall).
4,not-found,AK,Alaska,crosswalk_ids,not-found,unknown,,,https://education.alaska.gov/data-center,api-available,"Previously-undocumented ArcGIS REST API — strong new lead, not in the Jan-2026 assessment."
4,not-found,AZ,Arizona,crosswalk_ids,not-found,unknown,,,https://www.azed.gov/data/public-data-sets/,blocked; follow-up-manual,"Genuine Cloudflare block on a state marked ""high priority"" in the seed — worth a real browser session, likely rich data behind it."
4,not-found,CO,Colorado,crosswalk_ids,not-found,unknown,,,https://ed.cde.state.co.us/cdereval,dashboard-only; follow-up-manual,Strong enrollment/FRPM source; staffing is a dashboard landing page not a real file link; crosswalk file exists but has no NCES field.
4,not-found,CT,Connecticut,crosswalk_ids,not-found,unknown,,,https://public-edsight.ct.gov/,dashboard-only,"Rich per-district PDFs (all 5 categories in one doc) but need per-district URL construction, not a bulk file."
4,not-found,DC,District of Columbia,crosswalk_ids,not-found,unknown,,,https://osse.dc.gov/page/data-and-reports-0,dashboard-only; request-only,"One file covers enrollment+SWD+EL+econ-disadvantaged together; staffing is headcount not FTE, no crosswalk found."
4,not-found,DE,Delaware,crosswalk_ids,not-found,unknown,,,https://data.delaware.gov/Education/,api-available,"Best-in-batch: real Socrata API with a clean SPED-teacher-FTE split, ready to acquire programmatically."
4,not-found,GA,Georgia,crosswalk_ids,not-found,unknown,,,https://georgiainsights.gadoe.org/,dashboard-only; follow-up-manual; request-only,Portal moved (georgiainsights -> GOEWS) — update the seed URL in any future re-probe.
4,not-found,HI,Hawaii,crosswalk_ids,not-found,unknown,,,https://arch.k12.hi.us/reports/hidoe-data-book,dashboard-only; follow-up-manual,SPA needs Playwright; only a 2022-23 ERIC-mirrored PDF confirmed so far.
4,not-found,IA,Iowa,crosswalk_ids,not-found,unknown,,,https://reports.educateiowa.gov/COE/,dashboard-only; follow-up-manual,Strong enrollment/SPED/FRPM source once past the Tableau dashboard; staffing FTE unresolved.
4,not-found,ID,Idaho,crosswalk_ids,not-found,unknown,,,https://boardofed.idaho.gov/k-12-education/isee-idaho-system-for-educational-excellence/,follow-up-manual,"Strong enrollment/SPED source; staffing lacks a SPED split, no crosswalk or FRPM/ELL found."
4,not-found,ID,Idaho,frpm_ell,not-found,unknown,,,https://boardofed.idaho.gov/k-12-education/isee-idaho-system-for-educational-excellence/,follow-up-manual,"Strong enrollment/SPED source; staffing lacks a SPED split, no crosswalk or FRPM/ELL found."
4,not-found,IN,Indiana,crosswalk_ids,not-found,unknown,,,https://www.in.gov/doe/it/data-center-and-reports/,follow-up-manual,Strong enrollment/SPED/FRPM source; staffing needs a different/newer source.
4,not-found,MD,Maryland,frpm_ell,not-found,unknown,,,https://reportcard.msde.maryland.gov/,dashboard-only; follow-up-manual,SPED census is newer than our NCES baseline (SY2025-26) — a real precedence win once acquired.
